category,fdr_rate,name,proteins
Biological Process (Gene Ontology),0.00006894150908983848,"Primary metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000080256,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000045888,10090.ENSMUSP00000034441,10090.ENSMUSP00000002549,10090.ENSMUSP00000068940,10090.ENSMUSP00000118491,10090.ENSMUSP00000092702,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000112538,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000099642,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000027888,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000053558,10090.ENSMUSP00000140827,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524,10090.ENSMUSP00000058754"
Biological Process (Gene Ontology),0.00007242492931775213,"Fatty acid transmembrane transport","10090.ENSMUSP00000002084,10090.ENSMUSP00000097743,10090.ENSMUSP00000029770"
Molecular Function (Gene Ontology),0.00007242492931775213,"Phosphatidylethanolamine flippase activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995"
Molecular Function (Gene Ontology),0.00007242492931775213,"Glycerophospholipid flippase activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995"
Biological Process (Gene Ontology),0.00007242492931775213,"Negative regulation of intestinal absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000031822,10090.ENSMUSP00000035246"
Biological Process (Gene Ontology),0.00007681896363873769,"Tricarboxylic acid metabolic process","10090.ENSMUSP00000100038,10090.ENSMUSP00000138215,10090.ENSMUSP00000103012,10090.ENSMUSP00000023116"
WikiPathways,0.00008583223427810771,"Fatty acid beta-oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),0.000114369091932473,"Regulation of fatty acid oxidation","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000068940"
Cellular Component (Gene Ontology),0.00011638578595330796,"Organelle envelope","10090.ENSMUSP00000110729,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000037348,10090.ENSMUSP00000033695,10090.ENSMUSP00000078593,10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000031524"
Cellular Component (Gene Ontology),0.00011638578595330796,"Envelope","10090.ENSMUSP00000110729,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000037348,10090.ENSMUSP00000033695,10090.ENSMUSP00000078593,10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000031524"
WikiPathways,0.00013311901890199158,"Mitochondrial long chain fatty acid beta-oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000072483,10090.ENSMUSP00000031524,10090.ENSMUSP00000099634"
Biological Process (Gene Ontology),0.00013488887097045792,"Nucleotide metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.00015835679433681338,"Metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000116130,10090.ENSMUSP00000129169,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000080256,10090.ENSMUSP00000031445,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000010795,10090.ENSMUSP00000045888,10090.ENSMUSP00000034441,10090.ENSMUSP00000002549,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000118491,10090.ENSMUSP00000092702,10090.ENSMUSP00000026208,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000112538,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000099642,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000027888,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000100038,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000138215,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000140827,10090.ENSMUSP00000113792,10090.ENSMUSP00000031524,10090.ENSMUSP00000058754"
Biological Process (Gene Ontology),0.00016315266766741583,"Citrate metabolic process","10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000023116"
Biological Process (Gene Ontology),0.00016315266766741583,"Sphingolipid translocation","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.00016315266766741583,"Lysine metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000078436,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.00016315266766741583,"Xenobiotic transport across blood-brain barrier","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000031822"
Biological Process (Gene Ontology),0.00016315266766741583,"Nucleoside phosphate metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
KEGG,0.00020470185423925147,"Fat digestion and absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000035246,10090.ENSMUSP00000045912,10090.ENSMUSP00000034547,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),0.00022134297057265528,"Cellular amino acid metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000078436,10090.ENSMUSP00000063548,10090.ENSMUSP00000034547,10090.ENSMUSP00000034441,10090.ENSMUSP00000112908,10090.ENSMUSP00000024733,10090.ENSMUSP00000113792,10090.ENSMUSP00000031707"
Reactome Pathways,0.00025978776351923176,"Class I peroxisomal membrane protein import","10090.ENSMUSP00000002084,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000029770"
KEGG,0.0002865537207580987,"Pyruvate metabolism","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000045912,10090.ENSMUSP00000034547,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),0.00030906308439988334,"Very long-chain fatty acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000068940,10090.ENSMUSP00000029770"
Biological Process (Gene Ontology),0.00030906308439988334,"Monoacylglycerol catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000053558"
Biological Process (Gene Ontology),0.00030906308439988334,"Transport across blood-brain barrier","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000031822"
Molecular Function (Gene Ontology),0.000317554849039915,"Transferase activity, transferring acyl groups","10090.ENSMUSP00000044134,10090.ENSMUSP00000042351,10090.ENSMUSP00000103012,10090.ENSMUSP00000037348,10090.ENSMUSP00000034547,10090.ENSMUSP00000010795,10090.ENSMUSP00000007005,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
Molecular Function (Gene Ontology),0.0003857894990143729,"Thiolester hydrolase activity","10090.ENSMUSP00000116130,10090.ENSMUSP00000037348,10090.ENSMUSP00000053558,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
WikiPathways,0.0004607974376175858,"Fatty acid biosynthesis","10090.ENSMUSP00000103012,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348"
Biological Process (Gene Ontology),0.0005239028444670441,"Vascular transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000031822"
KEGG,0.0005688605759942381,"Tryptophan metabolism","10090.ENSMUSP00000078436,10090.ENSMUSP00000045912,10090.ENSMUSP00000034547,10090.ENSMUSP00000007005,10090.ENSMUSP00000104462"
Biological Process (Gene Ontology),0.0006224533693610456,"Regulation of digestive system process","10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246,10090.ENSMUSP00000031822,10090.ENSMUSP00000007005"
Biological Process (Gene Ontology),0.0006374670457618373,"Neutral lipid catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000053558,10090.ENSMUSP00000038361"
Biological Process (Gene Ontology),0.0006374670457618373,"Acylglycerol catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000053558,10090.ENSMUSP00000038361"
Biological Process (Gene Ontology),0.0006374670457618373,"Transepithelial transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822"
Biological Process (Gene Ontology),0.0007486606553138374,"Nucleobase-containing small molecule metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000078436,10090.ENSMUSP00000099490,10090.ENSMUSP00000015829,10090.ENSMUSP00000099642,10090.ENSMUSP00000037348,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000031707"
KEGG,0.0007917217294058137,"2-Oxocarboxylic acid metabolism","10090.ENSMUSP00000100038,10090.ENSMUSP00000078436,10090.ENSMUSP00000023116"
Molecular Function (Gene Ontology),0.0007917217294058137,"Flippase activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995"
Biological Process (Gene Ontology),0.0010061162990254021,"Thioester biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.0010061162990254021,"acyl-CoA biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547"
Molecular Function (Gene Ontology),0.0010448839414784496,"Transferase activity, transferring acyl groups other than amino-acyl groups","10090.ENSMUSP00000044134,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000034547,10090.ENSMUSP00000010795,10090.ENSMUSP00000007005,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256"
Biological Process (Gene Ontology),0.00115274450308236,"Regulation of intestinal cholesterol absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000007005,10090.ENSMUSP00000035246"
Biological Process (Gene Ontology),0.0013244927947941153,"Intestinal absorption","10090.ENSMUSP00000100038,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
KEGG,0.0013651568664322556,"Lysine degradation","10090.ENSMUSP00000078436,10090.ENSMUSP00000045912,10090.ENSMUSP00000034547,10090.ENSMUSP00000007005,10090.ENSMUSP00000031707"
Biological Process (Gene Ontology),0.0013651568664322556,"Fatty acid transport","10090.ENSMUSP00000002084,10090.ENSMUSP00000001963,10090.ENSMUSP00000097743,10090.ENSMUSP00000029770,10090.ENSMUSP00000026208"
Cellular Component (Gene Ontology),0.0015707355169319408,"Intercellular canaliculus","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000009058"
Biological Process (Gene Ontology),0.0015707355169319408,"Regulation of intestinal lipid absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000007005,10090.ENSMUSP00000035246"
WikiPathways,0.0015707355169319408,"Irinotecan pathway","10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822"
Cellular Component (Gene Ontology),0.0015707355169319408,"Organelle membrane","10090.ENSMUSP00000110729,10090.ENSMUSP00000129169,10090.ENSMUSP00000040048,10090.ENSMUSP00000031354,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000037348,10090.ENSMUSP00000033695,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172,10090.ENSMUSP00000078593,10090.ENSMUSP00000062037,10090.ENSMUSP00000011492,10090.ENSMUSP00000112538,10090.ENSMUSP00000020948,10090.ENSMUSP00000072483,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000009058,10090.ENSMUSP00000038361,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000047927,10090.ENSMUSP00000099634,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000140827,10090.ENSMUSP00000031524"
Molecular Function (Gene Ontology),0.0016434881356198233,"Lipase activity","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000044134,10090.ENSMUSP00000002549,10090.ENSMUSP00000053558,10090.ENSMUSP00000038361"
KEGG,0.0016471663739334012,"Propanoate metabolism","10090.ENSMUSP00000099490,10090.ENSMUSP00000063548,10090.ENSMUSP00000099642,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),0.0016471663739334012,"Very long-chain fatty acid metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000042351,10090.ENSMUSP00000068940"
Biological Process (Gene Ontology),0.001728700864599111,"Organic anion transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000002084,10090.ENSMUSP00000001963,10090.ENSMUSP00000035246,10090.ENSMUSP00000097743,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000026208"
KEGG,0.0018523894404838272,"Citrate cycle (TCA cycle)","10090.ENSMUSP00000100038,10090.ENSMUSP00000138215,10090.ENSMUSP00000103012,10090.ENSMUSP00000023116"
KEGG,0.002062628227858444,"Biosynthesis of unsaturated fatty acids","10090.ENSMUSP00000010795,10090.ENSMUSP00000092702,10090.ENSMUSP00000080256,10090.ENSMUSP00000042351"
Biological Process (Gene Ontology),0.002062628227858444,"Fatty acid derivative catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000002084,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.002062628227858444,"Monoacylglycerol metabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000129169,10090.ENSMUSP00000053558"
Molecular Function (Gene Ontology),0.0021014261089701137,"Sulfur compound binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000072483,10090.ENSMUSP00000099642,10090.ENSMUSP00000110172,10090.ENSMUSP00000031524"
Biological Process (Gene Ontology),0.0024200945932335953,"Organophosphate ester transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000002084,10090.ENSMUSP00000035246,10090.ENSMUSP00000097743,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995"
Molecular Function (Gene Ontology),0.002671292670935008,"Peptidyl-dipeptidase activity","10090.ENSMUSP00000140827,10090.ENSMUSP00000001963"
Biological Process (Gene Ontology),0.002671292670935008,"Long-chain fatty acid import into peroxisome","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770"
Molecular Function (Gene Ontology),0.002671292670935008,"Citrate dehydratase activity","10090.ENSMUSP00000100038,10090.ENSMUSP00000023116"
Biological Process (Gene Ontology),0.002671292670935008,"Mitochondrial alanyl-trna aminoacylation","10090.ENSMUSP00000024733,10090.ENSMUSP00000034441"
Biological Process (Gene Ontology),0.002671292670935008,"Leukotriene transport","10090.ENSMUSP00000026208,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.002671292670935008,"Negative regulation of intestinal phytosterol absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
Biological Process (Gene Ontology),0.002671292670935008,"Negative regulation of intestinal cholesterol absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
Biological Process (Gene Ontology),0.002671292670935008,"Negative regulation of intestinal lipid absorption","10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
Cellular Component (Gene Ontology),0.002671292670935008,"ATP-binding cassette (ABC) transporter complex","10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
Biological Process (Gene Ontology),0.002671292670935008,"malonyl-CoA biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.002671292670935008,"acetyl-CoA carboxylase activity","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.002684655784350154,"Nucleoside bisphosphate biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.002684655784350154,"Ribonucleoside bisphosphate biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.002684655784350154,"Purine nucleoside bisphosphate biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547"
Biological Process (Gene Ontology),0.0031962451543444473,"Negative regulation of fatty acid oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000099642,10090.ENSMUSP00000099634"
Molecular Function (Gene Ontology),0.0031962451543444473,"ATPase-coupled intramembrane lipid transporter activity","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995"
Biological Process (Gene Ontology),0.003251365414474495,"Organonitrogen compound metabolic process","10090.ENSMUSP00000053971,10090.ENSMUSP00000116130,10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000040048,10090.ENSMUSP00000080256,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000037348,10090.ENSMUSP00000034441,10090.ENSMUSP00000002549,10090.ENSMUSP00000118491,10090.ENSMUSP00000026208,10090.ENSMUSP00000092702,10090.ENSMUSP00000031707,10090.ENSMUSP00000007251,10090.ENSMUSP00000062037,10090.ENSMUSP00000079379,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000099642,10090.ENSMUSP00000034547,10090.ENSMUSP00000027888,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000099490,10090.ENSMUSP00000031822,10090.ENSMUSP00000112908,10090.ENSMUSP00000021666,10090.ENSMUSP00000053558,10090.ENSMUSP00000140827,10090.ENSMUSP00000113792,10090.ENSMUSP00000058754"
Cellular Component (Gene Ontology),0.0032543675376649956,"Mitochondrial inner membrane","10090.ENSMUSP00000011492,10090.ENSMUSP00000110729,10090.ENSMUSP00000020948,10090.ENSMUSP00000099634,10090.ENSMUSP00000075011,10090.ENSMUSP00000037348,10090.ENSMUSP00000029770,10090.ENSMUSP00000034547,10090.ENSMUSP00000033695,10090.ENSMUSP00000078593"
Biological Process (Gene Ontology),0.0033585472728651293,"Cellular nitrogen compound metabolic process","10090.ENSMUSP00000036881,10090.ENSMUSP00000015829,10090.ENSMUSP00000040048,10090.ENSMUSP00000080256,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000027396,10090.ENSMUSP00000037348,10090.ENSMUSP00000034441,10090.ENSMUSP00000045888,10090.ENSMUSP00000026208,10090.ENSMUSP00000092702,10090.ENSMUSP00000031707,10090.ENSMUSP00000062037,10090.ENSMUSP00000041243,10090.ENSMUSP00000079379,10090.ENSMUSP00000099642,10090.ENSMUSP00000072483,10090.ENSMUSP00000103012,10090.ENSMUSP00000034547,10090.ENSMUSP00000024733,10090.ENSMUSP00000075167,10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000044134,10090.ENSMUSP00000099490,10090.ENSMUSP00000031822,10090.ENSMUSP00000113792"
Cellular Component (Gene Ontology),0.0035038935005203063,"Intracellular","10090.ENSMUSP00000116130,10090.ENSMUSP00000078336,10090.ENSMUSP00000042351,10090.ENSMUSP00000037348,10090.ENSMUSP00000075507,10090.ENSMUSP00000068940,10090.ENSMUSP00000092702,10090.ENSMUSP00000031707,10090.ENSMUSP00000020948,10090.ENSMUSP00000063548,10090.ENSMUSP00000097860,10090.ENSMUSP00000034547,10090.ENSMUSP00000043424,10090.ENSMUSP00000038361,10090.ENSMUSP00000024733,10090.ENSMUSP00000061893,10090.ENSMUSP00000047927,10090.ENSMUSP00000029770,10090.ENSMUSP00000053558,10090.ENSMUSP00000053971,10090.ENSMUSP00000018841,10090.ENSMUSP00000129169,10090.ENSMUSP00000097743,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000023116,10090.ENSMUSP00000043041,10090.ENSMUSP00000078436,10090.ENSMUSP00000001963,10090.ENSMUSP00000118491,10090.ENSMUSP00000078593,10090.ENSMUSP00000011492,10090.ENSMUSP00000030795,10090.ENSMUSP00000112538,10090.ENSMUSP00000041243,10090.ENSMUSP00000103012,10090.ENSMUSP00000029485,10090.ENSMUSP00000009058,10090.ENSMUSP00000035458,10090.ENSMUSP00000002084,10090.ENSMUSP00000044134,10090.ENSMUSP00000099634,10090.ENSMUSP00000031822,10090.ENSMUSP00000040465,10090.ENSMUSP00000140827,10090.ENSMUSP00000031524,10090.ENSMUSP00000110729,10090.ENSMUSP00000015829,10090.ENSMUSP00000031354,10090.ENSMUSP00000080256,10090.ENSMUSP00000027396,10090.ENSMUSP00000075011,10090.ENSMUSP00000045888,10090.ENSMUSP00000110172,10090.ENSMUSP00000079379,10090.ENSMUSP00000072483,10090.ENSMUSP00000027888,10090.ENSMUSP00000027153,10090.ENSMUSP00000100038,10090.ENSMUSP00000112908,10090.ENSMUSP00000126916,10090.ENSMUSP00000036881,10090.ENSMUSP00000045134,10090.ENSMUSP00000013995,10090.ENSMUSP00000031445,10090.ENSMUSP00000033695,10090.ENSMUSP00000010795,10090.ENSMUSP00000034441,10090.ENSMUSP00000062037,10090.ENSMUSP00000099642,10090.ENSMUSP00000075167,10090.ENSMUSP00000099490,10090.ENSMUSP00000138215,10090.ENSMUSP00000007005,10090.ENSMUSP00000021666,10090.ENSMUSP00000034464,10090.ENSMUSP00000058754"
Biological Process (Gene Ontology),0.0035288295275557693,"Monocarboxylic acid transport","10090.ENSMUSP00000002084,10090.ENSMUSP00000001963,10090.ENSMUSP00000097743,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000026208"
Biological Process (Gene Ontology),0.00355061495493355,"Phospholipid translocation","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000097743,10090.ENSMUSP00000013995"
Biological Process (Gene Ontology),0.0035971207669021066,"Phospholipid transport","10090.ENSMUSP00000041204,10090.ENSMUSP00000035246,10090.ENSMUSP00000097743,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995"
Molecular Function (Gene Ontology),0.0038694171580645046,"Long-chain fatty acid transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000097743,10090.ENSMUSP00000029770"
Biological Process (Gene Ontology),0.0038694171580645046,"Xenobiotic catabolic process","10090.ENSMUSP00000010795,10090.ENSMUSP00000026208,10090.ENSMUSP00000042351"
Biological Process (Gene Ontology),0.004674237742791018,"Lipid translocation","10090.ENSMUSP00000041204,10090.ENSMUSP00000009058,10090.ENSMUSP00000097743,10090.ENSMUSP00000013995"
Reactome Pathways,0.004768050653396176,"Heme degradation","10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822"
Molecular Function (Gene Ontology),0.005056207758373198,"Amide transmembrane transporter activity","10090.ENSMUSP00000031354,10090.ENSMUSP00000097743,10090.ENSMUSP00000002084,10090.ENSMUSP00000031822"
Biological Process (Gene Ontology),0.005056207758373198,"Export across plasma membrane","10090.ENSMUSP00000041204,10090.ENSMUSP00000026208,10090.ENSMUSP00000097743,10090.ENSMUSP00000031822"
