category,fdr_rate,name,proteins
Biological Process (Gene Ontology),0.0000689415090898385,"Primary metabolic process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000041243,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000045888,10090.ENSMUSP00000053558,10090.ENSMUSP00000053971,10090.ENSMUSP00000058754,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000116130,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215,10090.ENSMUSP00000140827"
Molecular Function (Gene Ontology),0.00007242492931775214,"Phosphatidylethanolamine flippase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204"
Molecular Function (Gene Ontology),0.00007242492931775214,"Glycerophospholipid flippase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.00007242492931775214,"Negative regulation of intestinal absorption","10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.00007242492931775214,"Fatty acid transmembrane transport","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.00007681896363873769,"Tricarboxylic acid metabolic process","10090.ENSMUSP00000023116,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000138215"
WikiPathways,0.0000858322342781077,"Fatty acid beta-oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000034547,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Biological Process (Gene Ontology),0.00011436909193247296,"Regulation of fatty acid oxidation","10090.ENSMUSP00000002084,10090.ENSMUSP00000027153,10090.ENSMUSP00000068940,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642"
Cellular Component (Gene Ontology),0.00011638578595330804,"Envelope","10090.ENSMUSP00000002084,10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000078593,10090.ENSMUSP00000099634,10090.ENSMUSP00000110729,10090.ENSMUSP00000129169"
Cellular Component (Gene Ontology),0.00011638578595330804,"Organelle envelope","10090.ENSMUSP00000002084,10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031524,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000043424,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000078593,10090.ENSMUSP00000099634,10090.ENSMUSP00000110729,10090.ENSMUSP00000129169"
WikiPathways,0.0001331190189019916,"Mitochondrial long chain fatty acid beta-oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000072483,10090.ENSMUSP00000099634"
Biological Process (Gene Ontology),0.00013488887097045787,"Nucleotide metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.0001583567943368134,"Metabolic process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007005,10090.ENSMUSP00000007251,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000015829,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029770,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000041243,10090.ENSMUSP00000042351,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000045888,10090.ENSMUSP00000053558,10090.ENSMUSP00000053971,10090.ENSMUSP00000058754,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000116130,10090.ENSMUSP00000118491,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215,10090.ENSMUSP00000140827"
Biological Process (Gene Ontology),0.0001631526676674158,"Sphingolipid translocation","10090.ENSMUSP00000009058,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.0001631526676674158,"Xenobiotic transport across blood-brain barrier","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.0001631526676674158,"Lysine metabolic process","10090.ENSMUSP00000031707,10090.ENSMUSP00000053971,10090.ENSMUSP00000078436"
Biological Process (Gene Ontology),0.0001631526676674158,"Citrate metabolic process","10090.ENSMUSP00000023116,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.0001631526676674158,"Nucleoside phosphate metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
KEGG,0.00020470185423925144,"Fat digestion and absorption","10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912,10090.ENSMUSP00000069495,10090.ENSMUSP00000035246"
Biological Process (Gene Ontology),0.00022134297057265515,"Cellular amino acid metabolic process","10090.ENSMUSP00000024733,10090.ENSMUSP00000031707,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000053971,10090.ENSMUSP00000063548,10090.ENSMUSP00000078436,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792"
Reactome Pathways,0.00025978776351923166,"Class I peroxisomal membrane protein import","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000068940,10090.ENSMUSP00000110172"
KEGG,0.0002865537207580985,"Pyruvate metabolism","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912"
Biological Process (Gene Ontology),0.0003090630843998834,"Very long-chain fatty acid catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000068940"
Biological Process (Gene Ontology),0.0003090630843998834,"Transport across blood-brain barrier","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.0003090630843998834,"Monoacylglycerol catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Molecular Function (Gene Ontology),0.0003175548490399154,"Transferase activity, transferring acyl groups","10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000044134,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000103012"
Molecular Function (Gene Ontology),0.000385789499014373,"Thiolester hydrolase activity","10090.ENSMUSP00000037348,10090.ENSMUSP00000053558,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000116130"
WikiPathways,0.00046079743761758576,"Fatty acid biosynthesis","10090.ENSMUSP00000037348,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.0005239028444670438,"Vascular transport","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204"
KEGG,0.0005688605759942379,"Tryptophan metabolism","10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912,10090.ENSMUSP00000078436,10090.ENSMUSP00000104462"
Biological Process (Gene Ontology),0.0006224533693610461,"Regulation of digestive system process","10090.ENSMUSP00000007005,10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.0006374670457618375,"Acylglycerol catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000038361,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.0006374670457618375,"Transepithelial transport","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.0006374670457618375,"Neutral lipid catabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000038361,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.0007486606553138387,"Nucleobase-containing small molecule metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000031707,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000078436,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Molecular Function (Gene Ontology),0.0007917217294058142,"Flippase activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204"
KEGG,0.0007917217294058142,"2-Oxocarboxylic acid metabolism","10090.ENSMUSP00000023116,10090.ENSMUSP00000078436,10090.ENSMUSP00000100038"
Biological Process (Gene Ontology),0.0010061162990254021,"Thioester biosynthetic process","10090.ENSMUSP00000034547,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.0010061162990254021,"acyl-CoA biosynthetic process","10090.ENSMUSP00000034547,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Molecular Function (Gene Ontology),0.0010448839414784496,"Transferase activity, transferring acyl groups other than amino-acyl groups","10090.ENSMUSP00000007005,10090.ENSMUSP00000010795,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000042351,10090.ENSMUSP00000044134,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702"
Biological Process (Gene Ontology),0.0011527445030823603,"Regulation of intestinal cholesterol absorption","10090.ENSMUSP00000007005,10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.0013244927947941149,"Intestinal absorption","10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000069495,10090.ENSMUSP00000100038"
Biological Process (Gene Ontology),0.0013651568664322556,"Fatty acid transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000026208,10090.ENSMUSP00000029770,10090.ENSMUSP00000097743"
KEGG,0.0013651568664322556,"Lysine degradation","10090.ENSMUSP00000031707,10090.ENSMUSP00000078436,10090.ENSMUSP00000007005,10090.ENSMUSP00000034547,10090.ENSMUSP00000045912"
Biological Process (Gene Ontology),0.0015707355169319412,"Regulation of intestinal lipid absorption","10090.ENSMUSP00000007005,10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
WikiPathways,0.0015707355169319412,"Irinotecan pathway","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000097743"
Cellular Component (Gene Ontology),0.0015707355169319412,"Intercellular canaliculus","10090.ENSMUSP00000009058,10090.ENSMUSP00000026208,10090.ENSMUSP00000041204"
Cellular Component (Gene Ontology),0.0015707355169319412,"Organelle membrane","10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000029770,10090.ENSMUSP00000031354,10090.ENSMUSP00000031524,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000040048,10090.ENSMUSP00000043424,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000062037,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000078593,10090.ENSMUSP00000099634,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000129169,10090.ENSMUSP00000140827"
Molecular Function (Gene Ontology),0.0016434881356198242,"Lipase activity","10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000038361,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
KEGG,0.0016471663739334016,"Propanoate metabolism","10090.ENSMUSP00000031524,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000063548"
Biological Process (Gene Ontology),0.0016471663739334016,"Very long-chain fatty acid metabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000042351,10090.ENSMUSP00000068940"
Biological Process (Gene Ontology),0.0017287008645991136,"Organic anion transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000026208,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
KEGG,0.0018523894404838266,"Citrate cycle (TCA cycle)","10090.ENSMUSP00000103012,10090.ENSMUSP00000023116,10090.ENSMUSP00000100038,10090.ENSMUSP00000138215"
KEGG,0.0020626282278584434,"Biosynthesis of unsaturated fatty acids","10090.ENSMUSP00000042351,10090.ENSMUSP00000010795,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702"
Biological Process (Gene Ontology),0.0020626282278584434,"Monoacylglycerol metabolic process","10090.ENSMUSP00000007251,10090.ENSMUSP00000053558,10090.ENSMUSP00000129169"
Biological Process (Gene Ontology),0.0020626282278584434,"Fatty acid derivative catabolic process","10090.ENSMUSP00000002084,10090.ENSMUSP00000007251,10090.ENSMUSP00000034547"
Molecular Function (Gene Ontology),0.002101426108970116,"Sulfur compound binding","10090.ENSMUSP00000011492,10090.ENSMUSP00000027153,10090.ENSMUSP00000031524,10090.ENSMUSP00000072483,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000110172"
Biological Process (Gene Ontology),0.002420094593233596,"Organophosphate ester transport","10090.ENSMUSP00000002084,10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.0026712926709350085,"Mitochondrial alanyl-trna aminoacylation","10090.ENSMUSP00000024733,10090.ENSMUSP00000034441"
Biological Process (Gene Ontology),0.0026712926709350085,"malonyl-CoA biosynthetic process","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Cellular Component (Gene Ontology),0.0026712926709350085,"ATP-binding cassette (ABC) transporter complex","10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.0026712926709350085,"Negative regulation of intestinal lipid absorption","10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Molecular Function (Gene Ontology),0.0026712926709350085,"Citrate dehydratase activity","10090.ENSMUSP00000023116,10090.ENSMUSP00000100038"
Molecular Function (Gene Ontology),0.0026712926709350085,"acetyl-CoA carboxylase activity","10090.ENSMUSP00000099490,10090.ENSMUSP00000099642"
Biological Process (Gene Ontology),0.0026712926709350085,"Negative regulation of intestinal cholesterol absorption","10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.0026712926709350085,"Negative regulation of intestinal phytosterol absorption","10090.ENSMUSP00000035246,10090.ENSMUSP00000069495"
Biological Process (Gene Ontology),0.0026712926709350085,"Leukotriene transport","10090.ENSMUSP00000026208,10090.ENSMUSP00000097743"
Molecular Function (Gene Ontology),0.0026712926709350085,"Peptidyl-dipeptidase activity","10090.ENSMUSP00000001963,10090.ENSMUSP00000140827"
Biological Process (Gene Ontology),0.0026712926709350085,"Long-chain fatty acid import into peroxisome","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770"
Biological Process (Gene Ontology),0.002684655784350153,"Purine nucleoside bisphosphate biosynthetic process","10090.ENSMUSP00000034547,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.002684655784350153,"Nucleoside bisphosphate biosynthetic process","10090.ENSMUSP00000034547,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.002684655784350153,"Ribonucleoside bisphosphate biosynthetic process","10090.ENSMUSP00000034547,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012"
Biological Process (Gene Ontology),0.0031962451543444473,"Negative regulation of fatty acid oxidation","10090.ENSMUSP00000027153,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642"
Molecular Function (Gene Ontology),0.0031962451543444473,"ATPase-coupled intramembrane lipid transporter activity","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204"
Biological Process (Gene Ontology),0.003251365414474497,"Organonitrogen compound metabolic process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000002549,10090.ENSMUSP00000007251,10090.ENSMUSP00000015829,10090.ENSMUSP00000021666,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000040048,10090.ENSMUSP00000044134,10090.ENSMUSP00000053558,10090.ENSMUSP00000053971,10090.ENSMUSP00000058754,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000072483,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000112908,10090.ENSMUSP00000113792,10090.ENSMUSP00000116130,10090.ENSMUSP00000118491,10090.ENSMUSP00000140827"
Cellular Component (Gene Ontology),0.003254367537665001,"Mitochondrial inner membrane","10090.ENSMUSP00000011492,10090.ENSMUSP00000020948,10090.ENSMUSP00000029770,10090.ENSMUSP00000033695,10090.ENSMUSP00000034547,10090.ENSMUSP00000037348,10090.ENSMUSP00000075011,10090.ENSMUSP00000078593,10090.ENSMUSP00000099634,10090.ENSMUSP00000110729"
Biological Process (Gene Ontology),0.0033585472728651323,"Cellular nitrogen compound metabolic process","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000015829,10090.ENSMUSP00000024733,10090.ENSMUSP00000026208,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000034441,10090.ENSMUSP00000034547,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000040048,10090.ENSMUSP00000041243,10090.ENSMUSP00000044134,10090.ENSMUSP00000045888,10090.ENSMUSP00000062037,10090.ENSMUSP00000072483,10090.ENSMUSP00000075167,10090.ENSMUSP00000078436,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000099490,10090.ENSMUSP00000099642,10090.ENSMUSP00000103012,10090.ENSMUSP00000113792"
Cellular Component (Gene Ontology),0.0035038935005203085,"Intracellular","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000007005,10090.ENSMUSP00000009058,10090.ENSMUSP00000010795,10090.ENSMUSP00000011492,10090.ENSMUSP00000013995,10090.ENSMUSP00000015829,10090.ENSMUSP00000018841,10090.ENSMUSP00000020948,10090.ENSMUSP00000021666,10090.ENSMUSP00000023116,10090.ENSMUSP00000024733,10090.ENSMUSP00000027153,10090.ENSMUSP00000027396,10090.ENSMUSP00000027888,10090.ENSMUSP00000029485,10090.ENSMUSP00000029770,10090.ENSMUSP00000030795,10090.ENSMUSP00000031354,10090.ENSMUSP00000031445,10090.ENSMUSP00000031524,10090.ENSMUSP00000031707,10090.ENSMUSP00000031822,10090.ENSMUSP00000033695,10090.ENSMUSP00000034441,10090.ENSMUSP00000034464,10090.ENSMUSP00000034547,10090.ENSMUSP00000035458,10090.ENSMUSP00000036881,10090.ENSMUSP00000037348,10090.ENSMUSP00000038361,10090.ENSMUSP00000038476,10090.ENSMUSP00000040048,10090.ENSMUSP00000040465,10090.ENSMUSP00000041243,10090.ENSMUSP00000042351,10090.ENSMUSP00000043041,10090.ENSMUSP00000043424,10090.ENSMUSP00000044134,10090.ENSMUSP00000045134,10090.ENSMUSP00000045888,10090.ENSMUSP00000047927,10090.ENSMUSP00000053558,10090.ENSMUSP00000053971,10090.ENSMUSP00000058754,10090.ENSMUSP00000061893,10090.ENSMUSP00000062037,10090.ENSMUSP00000063548,10090.ENSMUSP00000068940,10090.ENSMUSP00000072483,10090.ENSMUSP00000075011,10090.ENSMUSP00000075167,10090.ENSMUSP00000075507,10090.ENSMUSP00000078336,10090.ENSMUSP00000078436,10090.ENSMUSP00000078593,10090.ENSMUSP00000079379,10090.ENSMUSP00000080256,10090.ENSMUSP00000092702,10090.ENSMUSP00000097743,10090.ENSMUSP00000097860,10090.ENSMUSP00000099490,10090.ENSMUSP00000099634,10090.ENSMUSP00000099642,10090.ENSMUSP00000100038,10090.ENSMUSP00000103012,10090.ENSMUSP00000110172,10090.ENSMUSP00000110729,10090.ENSMUSP00000112538,10090.ENSMUSP00000112908,10090.ENSMUSP00000116130,10090.ENSMUSP00000118491,10090.ENSMUSP00000126916,10090.ENSMUSP00000129169,10090.ENSMUSP00000138215,10090.ENSMUSP00000140827"
Biological Process (Gene Ontology),0.0035288295275557754,"Monocarboxylic acid transport","10090.ENSMUSP00000001963,10090.ENSMUSP00000002084,10090.ENSMUSP00000026208,10090.ENSMUSP00000029770,10090.ENSMUSP00000031822,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.0035506149549335503,"Phospholipid translocation","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.003597120766902107,"Phospholipid transport","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000035246,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.0038694171580645046,"Xenobiotic catabolic process","10090.ENSMUSP00000010795,10090.ENSMUSP00000026208,10090.ENSMUSP00000042351"
Molecular Function (Gene Ontology),0.0038694171580645046,"Long-chain fatty acid transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000029770,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.004674237742791014,"Lipid translocation","10090.ENSMUSP00000009058,10090.ENSMUSP00000013995,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
Reactome Pathways,0.004768050653396178,"Heme degradation","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000097743"
Molecular Function (Gene Ontology),0.005056207758373195,"Amide transmembrane transporter activity","10090.ENSMUSP00000002084,10090.ENSMUSP00000031354,10090.ENSMUSP00000031822,10090.ENSMUSP00000097743"
Biological Process (Gene Ontology),0.005056207758373195,"Export across plasma membrane","10090.ENSMUSP00000026208,10090.ENSMUSP00000031822,10090.ENSMUSP00000041204,10090.ENSMUSP00000097743"
